Quantity,Name,Price,Color,Card Type,CMC,Edition (CODE),Mana Value,Scryfall ID
2x,Eerie Interference,$0.16,White,Instant,3,(WOE),{2}{W},42a74545-75c8-4a6b-bee1-ac5665d9bcf0
2x,Smoldering Egg // Ashmouth Dragon,$0.65,Red,Creature — Dragon Egg,2,(MID),{1}{R},41b6381f-4ff8-49e9-bf00-cfe32851318b
2x,Rise of the Witch-king,$0.25,Black/Green,Sorcery,4,(LTR),{2}{B}{G},3f440fa1-5387-41d6-a80f-5b19dbb21514
2x,Cursed Courtier,$0.15,White,Creature — Human Noble,3,(WOE),{2}{W},3d2d5a71-d6e1-4c96-9a53-0e370047a56e
2x,Sunrise Cavalier,$0.18,White/Red,Creature — Human Knight,3,(MID),{1}{R}{W},3d0081b1-40fd-44ad-b154-efe2f27fed6b
2x,Gretchen Titchwillow,$0.25,Blue/Green,Legendary Creature — Halfling Druid,2,(AFR),{G}{U},3c8b248e-1460-4650-9721-85c134c21b89
2x,Gadget Technician,$0.25,Blue/Red,Creature — Goblin Artificer,4,(MKM),{2}{U}{R},3b489a54-ee43-4962-be7b-16e0e28800e0
2x,"Ludevic, Necrogenius // Olag, Ludevic's Hubris",$0.27,Blue/Black,Legendary Creature — Human Wizard,2,(MID),{U}{B},38f63648-ef60-43b1-be2a-638185ef266d
2x,Barrowin of Clan Undurr,$0.25,White/Black,Legendary Creature — Dwarf Cleric,4,(AFR),{2}{W}{B},38ce406d-8253-48f8-a146-8302518c5187
2x,Gloom Stalker,$0.12,White,Creature — Dwarf Ranger,3,(AFR),{2}{W},388722ad-dcc6-41b9-afd8-a93be91b30e0
2x,Deserted Beach,$7.06,Land,Land,0,(MID),,38367ee5-154b-44cb-8974-422038d039df
2x,Twisted Fealty,$0.16,Red,Sorcery,3,(WOE),{2}{R},382d6085-79b9-48f7-8949-9f44dde2c753
2x,Unscrupulous Agent,$0.26,Black,Creature — Elf Detective,2,(MKM),{1}{B},37692f9a-3825-43aa-aacb-1bb92cb5bd07
2x,Rootcoil Creeper,$0.21,Blue/Green,Creature — Plant Horror,2,(MID),{G}{U},3743cf9c-226f-43a3-b385-375a25414792
2x,Ringsight,$0.25,Blue/Black,Sorcery,3,(LTR),{1}{U}{B},3700a65c-6f54-4d56-9c6f-8364c45a058c
2x,Baithook Angler // Hook-Haunt Drifter,$0.11,Blue,Creature — Human Peasant,2,(MID),{1}{U},36e71d16-0964-489d-bea2-9cec7991fc99
2x,Ghoulish Procession,$0.25,Black,Enchantment,2,(MID),{1}{B},363bd6a6-e8e4-4626-a43c-0b77339dd28b
2x,Ranger's Longbow,$0.15,Green,Artifact — Equipment,2,(AFR),{1}{G},34c99b32-353c-4930-a6ee-3fb44cf70253
2x,Turn the Earth,$0.24,Green,Instant,1,(MID),{G},34076a93-9e8f-45d4-a1d7-31f40210a5b6
2x,Deceive the Messenger,$0.25,Blue,Instant,1,(LTR),{U},3382b1de-6d45-443c-a837-f3cd3e86233d
2x,Feign Death,$0.69,Black,Instant,1,(AFR),{B},32af7061-fca6-4a06-be3c-01881e6b96f7
2x,"Niv-Mizzet, Guildpact",$0.63,White/Blue/Black/Red/Green,Legendary Creature — Dragon Avatar,5,(MKM),{W}{U}{B}{R}{G},32a8fda6-8614-45cd-879c-0cb7fa29647e
2x,"Hama Pashar, Ruin Seeker",$0.24,White/Blue,Legendary Creature — Human Wizard,3,(AFR),{1}{W}{U},32a71cdb-d97c-449e-a7cb-af7030164ff4
2x,Undercity Sewers,$7.99,Land,Land — Island Swamp,0,(MKM),,3239a1e5-a002-4389-b9a7-049b1d60e2ac
2x,Secret Door,$0.19,Blue,Artifact Creature — Wall,1,(AFR),{U},3191e400-aa4e-4955-aca0-ecbe63ea240f
2x,Cast into the Fire,$0.49,Red,Instant,2,(LTR),{1}{R},2ef878cb-27b6-47d8-ad11-bd20529b0e7e
2x,Fleshtaker,$0.30,White/Black,Creature — Human Assassin,2,(MID),{W}{B},2ed8c0ef-2b53-49b5-bc2f-428628cb3975
2x,Tale of Tinuviel,$0.22,White,Enchantment — Saga,5,(LTR),{3}{W}{W},2e9963da-f1f2-42c3-8fac-b1d16792d115
2x,Slip On the Ring,$0.15,White,Instant,2,(LTR),{1}{W},2e20c2b8-ffe3-4d14-8588-f89719358e3d
2x,Paladin's Shield,$0.15,White,Artifact — Equipment,2,(AFR),{1}{W},2e13b103-202f-41d7-a855-a6807e5fb4b7
2x,Up the Beanstalk,$2.50,Green,Enchantment,2,(WOE),{1}{G},2d5e991f-23b2-4db0-a452-7755125b1fd2
2x,Mourning Patrol // Morning Apparition,$0.11,White,Creature — Human Soldier,3,(MID),{2}{W},2d3687e2-09e0-4753-aa02-88a19bde3330
2x,Detective's Satchel,$0.25,Blue/Red,Artifact,4,(MKM),{2}{U}{R},2c05bf2d-7d4f-4717-b1ea-ec4284854f4f
2x,Skullport Merchant,$0.25,Black,Creature — Dwarf Citizen,3,(AFR),{2}{B},2bbb8865-dc37-4d56-9a2d-a92f7462c338
2x,Stalwarts of Osgiliath,$0.10,White,Creature — Human Soldier,5,(LTR),{4}{W},2acb8240-8e0e-4adf-a884-4986c116e704
2x,Compelled Duel,$0.15,Green,Sorcery,2,(AFR),{1}{G},2a7e501d-943e-4e6d-9d8e-6bedc32a0dd8
2x,Shock,$0.25,Red,Instant,1,(MKM),{R},298747bb-eb40-4b58-bb22-4ac2bc1d795c
2x,Cloister Gargoyle,$0.20,White,Artifact Creature — Gargoyle,3,(AFR),{2}{W},297bf274-d13d-4b75-b251-2d004b16b431
2x,Archive Dragon,$0.15,Blue,Creature — Dragon Wizard,6,(WOE),{4}{U}{U},2979104f-7570-487c-8024-131d7ee3ab91
2x,Dramatic Accusation,$0.25,Blue,Enchantment — Aura,3,(MKM),{2}{U},28bff30e-c25c-4d89-8fbe-1a9effe63ba7
2x,Stroke of Midnight,$2.17,White,Instant,3,(WOE),{2}{W},289ba7ec-e30e-436f-b8d4-c88b65ecd137
2x,Benthic Criminologists,$0.25,Blue,Creature — Merfolk Wizard,5,(MKM),{4}{U},283b6b5a-acdf-4255-a294-0964d9c62686
2x,Shire Terrace,$0.20,Land,Land,0,(LTR),,25932483-58cd-4ae5-82bf-ab455177d117
2x,Extract a Confession,$0.25,Black,Sorcery,2,(MKM),{1}{B},256c8b6e-4031-458b-8eb9-bbfe58405a0c
2x,Grafted Identity,$0.26,Blue,Enchantment — Aura,4,(MID),{2}{U}{U},2559846b-03d6-4a2c-97e1-c71f107e9f24
2x,Kick in the Door,$0.15,Red,Sorcery,1,(AFR),{R},222102d0-fed3-41fd-87b0-f6d22766d7fd
2x,Jack-o'-Lantern,$0.15,,Artifact,1,(MID),{1},21b589ab-45a0-480a-a891-581c34f8a9bf
2x,Electric Revelation,$0.18,Red,Instant,3,(MID),{2}{R},20ff3289-00fb-4e91-b34f-6255e9de8e9e
2x,Dawnbringer Cleric,$0.25,White,Creature — Human Cleric,2,(CLB),{1}{W},201f06ef-c180-4ce3-afaf-bec3b14c0222
2x,Surrounded by Orcs,$0.13,Blue,Sorcery,4,(LTR),{3}{U},1c50d4c8-2311-4394-b73f-389eb81e898b
2x,Forest,$0.00,Land,Basic Land — Forest,0,(WOE),,1bd51a22-3e0d-4826-aab7-0adbfce4478a
2x,Burly Breaker // Dire-Strain Demolisher,$0.18,Green,Creature — Human Werewolf,5,(MID),{3}{G}{G},1b50c98e-6c3b-4129-ae93-10c0bf9270fc
2x,Flare of Faith,$0.24,White,Instant,2,(MID),{1}{W},1b4354c6-ea21-46c0-93c4-744dbacbfcf4
2x,Shadowbeast Sighting,$0.14,Green,Sorcery,4,(MID),{3}{G},1b12e978-4deb-4ccc-8ae6-462bc4598c90
2x,Island,$0.25,Land,Basic Land — Island,0,(WOE),,1a9798d6-34b3-4438-992d-d3616a7c8536
2x,Raid Bombardment,$0.20,Red,Enchantment,3,(WOT),{2}{R},1a7576d7-ef3a-48b1-a06b-81d334c57b96
2x,The Mouth of Sauron,$0.22,Blue/Black,Legendary Creature — Human Advisor,5,(LTR),{3}{U}{B},162c20ae-0055-494f-8923-b3ec130d6ea1
2x,Path to the Festival,$0.15,Green,Sorcery,3,(MID),{2}{G},153f545d-bdbf-42c7-837a-a7076bbe5027
2x,"Gandalf, Friend of the Shire",$20.47,Blue,Legendary Creature — Avatar Wizard,4,(PF23),{3}{U},13df67bf-21e2-4c2e-ad39-08a38fc33fdf
2x,Breaking of the Fellowship,$0.15,Red,Sorcery,2,(LTR),{1}{R},130f60d0-4fac-4e4e-a938-58f3b96e5335
2x,Claim the Precious,$0.20,Black,Sorcery,3,(LTR),{1}{B}{B},121c12c4-83ea-463e-8fdf-30718968a2bd
2x,Shire Shirriff,$0.15,White,Creature — Halfling Soldier,2,(LTR),{1}{W},11b50fec-28e0-4eaf-9184-73cc7234577f
2x,You Cannot Pass!,$0.15,White,Instant,1,(LTR),{W},116d4030-acd2-4aa2-8254-aaaff1264459
2x,Neighborhood Guardian,$0.25,White,Creature — Unicorn,2,(MKM),{1}{W},0d12e748-e8d6-42d2-b501-c39cfcd6551d
2x,Kellan's Lightblades,$0.15,White,Instant,2,(WOE),{1}{W},0cc727a6-f875-49b1-b7a4-67f22fbc3d50
2x,Willow-Wind,$0.10,Blue,Creature — Elemental,5,(LTR),{4}{U},0adc3bff-0eb1-40e9-b954-5515babd07a3
2x,Novice Inspector,$0.25,White,Creature — Human Detective,1,(MKM),{W},0ad38866-fc5f-4f62-89c1-afc0f50765aa
2x,Chance-Met Elves,$0.13,Green,Creature — Elf Warrior,3,(LTR),{2}{G},0aa57431-39e2-4152-8a30-1c1e8faef153
2x,Curse of Leeches // Leeching Lurker,$0.30,Black,Enchantment — Aura Curse,3,(MID),{2}{B},0a3c8532-92f5-41db-92b4-a871aa05e0c7
2x,Clattering Skeletons,$0.15,Black,Creature — Skeleton,4,(AFR),{3}{B},09ac0b2b-d4d3-4977-b241-7788239362de
2x,Prosperous Innkeeper,$0.94,Green,Creature — Halfling Citizen,2,(AFR),{1}{G},096d3c0c-98e2-4cfc-a6e1-fddb0359c63f
2x,Druid Class,$0.97,Green,Enchantment — Class,2,(AFR),{1}{G},09278e95-eaae-4cd4-a0d8-a2d15b0abb58
2x,Pippin's Bravery,$0.15,Green,Instant,1,(LTR),{G},08dc9616-83e5-451f-aaa8-d0c81802fa13
2x,Graypelt Refuge,$0.20,Land,Land,0,(LTC),,07e81ace-4d75-4d79-ab99-c42288580def
2x,Ranger's Firebrand,$0.18,Red,Sorcery,1,(LTR),{R},06541200-fa4c-4b98-bdc4-44708fd2ddf6
2x,Topiary Panther,$0.25,Green,Creature — Plant Cat,6,(MKM),{4}{G}{G},03d0365e-6dee-4236-a997-6761e3cde90d
2x,Old Man Willow,$0.15,Black/Green,Legendary Creature — Treefolk,4,(LTR),{2}{B}{G},0362b7c4-fff5-4bc2-b32d-913f85c23cc4
2x,Feed the Swarm,$0.28,Black,Sorcery,2,(LTC),{1}{B},029e2a27-46f2-44fa-ac7c-462c69feab95
2x,Dungeon Map,$0.22,,Artifact,3,(AFR),{3},028506ad-ad36-44e5-b488-d038e2d2445f
1x,Minion of the Mighty,$1.01,Red,Creature — Kobold,1,(AFR),{R},ffd0a827-778b-48c3-bb85-4b4acef351d6
1x,"Ruby, Daring Tracker",$0.25,Red/Green,Legendary Creature — Human Scout,2,(WOE),{R}{G},ffb5786b-6825-4ebf-a1e1-80011340adbb
1x,Jaded Sell-Sword,$0.23,Red,Creature — Dragon Warrior,4,(AFR),{3}{R},ff5219c0-fb43-47b1-b682-131ba7c70990
1x,Burn the Accursed,$0.11,Red,Instant,5,(MID),{4}{R},ff4d4e6b-564d-46da-8e32-09ed08c8ddc5
1x,Book of Mazarbul,$0.21,Red,Enchantment — Saga,3,(LTR),{2}{R},ff4812a7-363a-4b36-9704-7a0695e718c3
1x,Ihsan's Shade,$0.25,Black,Legendary Creature — Shade Knight,6,(A25),{3}{B}{B}{B},ff128110-b87e-451c-a51d-9f116892e482
1x,Stormkeld Prowler,$0.10,Blue,Creature — Human Rogue,2,(WOE),{1}{U},ff065dbf-77e3-45a8-bcca-aff9eaeb151f
1x,The Deck of Many Things,$2.20,,Legendary Artifact,5,(AFR),{5},feddbdc6-0757-43cb-bb41-dc83c6cf42ea
1x,"Goddric, Cloaked Reveler",$0.50,Red,Legendary Creature — Human Noble,3,(WOE),{1}{R}{R},fe93ef82-51de-40ad-9b52-8f3fd11c144f
1x,Dolmen Gate,$23.42,,Artifact,2,(LRW),{2},fdcbf10e-32f2-41c5-a7a2-5f24662892d2
1x,Basilica Stalker,$0.37,Black,Creature — Vampire Detective,6,(MKM),{5}{B},fdafea8f-283d-4f19-a74a-669bfbdfed98
1x,Guild Thief,$0.15,Blue,Creature — Orc Rogue,2,(AFR),{1}{U},fd4348ec-fdb1-4c3b-bec5-42513c6c0662
1x,Worldsoul's Rage,$0.94,Red/Green,Sorcery,2,(MKM),{X}{R}{G},fc3340bd-1d8c-4c21-a59d-e092fcbe02e3
1x,Shire Scarecrow,$0.25,,Artifact Creature — Scarecrow,2,(LTR),{2},fbcf06c6-dd2e-4998-9c9d-6e1493e0e791
1x,"Eomer, Marshal of Rohan",$0.40,Red,Legendary Creature — Human Knight,4,(LTR),{2}{R}{R},fba68512-f536-4961-9e24-563270b5f5f4
1x,Grabby Giant // That's Mine,$0.15,Red,Creature — Giant // Instant — Adventure,4,(WOE),{3}{R} // {1}{R},fab7646a-61e8-446b-9dba-ac6e0db82f10
1x,Gandalf's Sanction,$0.25,Blue/Red,Sorcery,3,(LTR),{1}{U}{R},fa12ee10-96f3-4deb-91db-c72fa0b1fa1a
1x,Earth-Cult Elemental,$0.15,Red,Creature — Elemental,6,(AFR),{4}{R}{R},fa05f317-b2f8-4eea-951b-0c374774764b
1x,Dragon Turtle,$0.30,Blue,Creature — Dragon Turtle,3,(AFR),{1}{U}{U},f9f70431-12c9-4530-b51b-d85c38746989
1x,"Kalamax, the Stormsire",$0.90,Blue/Red/Green,Legendary Creature — Elemental Dinosaur,4,(C20),{1}{G}{U}{R},f990cd78-2165-446f-a116-ae55d7a0f00d
1x,Rubblebelt Braggart,$0.28,Red,Creature — Viashino Warrior,5,(MKM),{4}{R},f90f8691-210a-4bf0-9fc2-fb2efcf057fb
1x,Gruff Triplets,$0.99,Green,Creature — Satyr Warrior,6,(WOE),{3}{G}{G}{G},f8760ab9-ac76-4e2e-b82f-0ee2a6dc5634
1x,"Enkira, Hostile Scavenger",$1.98,Black/Green,Legendary Creature — Human Warrior,5,(SLX),{3}{B}{G},f7cad73d-312c-4ea5-93c7-8a422b16f207
1x,"Korvold, Gleeful Glutton",$1.60,Black/Red/Green,Legendary Creature — Dragon Noble,8,(WOC),{5}{B}{R}{G},f766370c-0b20-4999-8232-3f13534c2f7e
1x,Wight,$0.44,Black,Creature — Zombie Soldier,2,(AFR),{1}{B},f75c5b88-4cca-410a-8464-5111b4eaa3b6
1x,There and Back Again,$3.80,Red,Enchantment — Saga,5,(LTR),{3}{R}{R},f7596fb2-2f2b-4fde-8b8b-e041e16de4e9
1x,Sorcerer Class,$0.98,Blue/Red,Enchantment — Class,2,(AFR),{U}{R},f754b385-a28d-48de-a91f-2b4f33cc47f7
1x,Elven Chorus,$4.46,Green,Enchantment,4,(LTR),{3}{G},f72efea9-0a23-4375-9bb1-b6a331316fbf
1x,Break the Spell,$0.11,White,Instant,1,(WOE),{W},f7094fc0-1d26-429c-9b49-37718c4a5c80
1x,"Theoden, King of Rohan",$0.25,White/Red,Legendary Creature — Human Noble,3,(LTR),{1}{R}{W},f6dcd1ca-4943-46e4-bb5d-c14949e21e23
1x,Elturgard Ranger,$0.15,Green,Creature — Human Elf Ranger,5,(AFR),{4}{G},f6898737-957f-44a6-bef7-fb196658176f
1x,Chancellor of Tales,$0.15,Blue,Creature — Faerie Advisor,4,(WOE),{3}{U},f67bd5ef-305b-4bf7-990b-3014778b14a0
1x,Krovod Haunch,$0.25,White,Artifact — Food Equipment,1,(MKM),{W},f663cd86-39e6-467b-85b7-dd27536251a6
1x,Wight,$0.30,Black,Creature — Zombie Soldier,2,(AFR),{1}{B},f62abe9c-7599-433b-a964-10d6641f3586
1x,Waste Not,$1.90,Black,Enchantment,2,(WOT),{1}{B},f5dd0247-f6a0-4f1d-ac27-a49a7e022e5b
1x,Return Triumphant,$0.15,White,Sorcery,2,(WOE),{1}{W},f5209c13-9591-48eb-8d6c-112b3bdd429a
1x,Evolving Wilds,$0.24,Land,Land,0,(CM2),,f51f44b1-2fa1-469a-b194-bab85c8096c5
1x,Makeshift Binding,$0.25,White,Enchantment,3,(MKM),{2}{W},f512dafb-3cba-4415-9f26-9345f1935b1e
1x,Escape from Orthanc,$0.10,White,Instant,1,(LTR),{W},f4ff3330-dcca-4435-87e7-871be91a68b0
1x,Dungeon Descent,$0.34,Land,Land,0,(AFR),,f4cccdbc-f4f4-42b6-9747-6ef703ff949a
1x,Loyal Warhound,$0.99,White,Creature — Dog,2,(AFR),{1}{W},f408c5e4-e18d-4e4d-959a-f41df4c3019c
1x,"Butterbur, Bree Innkeeper",$0.21,White/Green,Legendary Creature — Human Peasant,4,(LTR),{2}{G}{W},f3fd9ff1-278b-4e6a-b30b-90250d8b5762
1x,Rat Out,$0.15,Black,Instant,1,(WOE),{B},f2c42755-bf91-4c75-95c6-d2a60ba3492a
1x,"Jadar, Ghoulcaller of Nephalia",$1.83,Black,Legendary Creature — Human Wizard,2,(MID),{1}{B},f29ec5be-501c-4a5d-8b2a-f974c6cf06c6
1x,Devouring Sugarmaw // Have for Dinner,$0.40,Black,Creature — Horror // Instant — Adventure,4,(WOE),{2}{B}{B} // {1}{W},f2848594-1718-43f2-8ccf-34a18a55e4b2
1x,Charmed Sleep,$0.15,Blue,Enchantment — Aura,3,(ELD),{1}{U}{U},f1f97d9e-650b-4b69-8733-d80c8e0f723f
1x,Winterthorn Blessing,$0.15,Blue/Green,Sorcery,2,(MID),{G}{U},f1e9edd3-151d-4bf6-b491-03db9db32234
1x,Engineered Explosives,$12.77,,Artifact,0,(UMA),{X},f1e2b69e-b06b-46a5-ac57-a6a180eeecc7
1x,Fly,$0.20,Blue,Enchantment — Aura,1,(AFR),{U},f1a91cc6-67e1-4f1b-86e2-eb388a75d6ad
1x,Swamp,$0.15,Land,Basic Land — Swamp,0,(WOE),,f0de4ea5-77e6-474e-99f9-36192bbd37d5
1x,Offender at Large,$0.25,Red,Creature — Giant Rogue,5,(MKM),{4}{R},f096ff4a-85f4-46f1-9478-e8921f21309d
1x,Gimli's Fury,$0.11,Red,Instant,2,(LTR),{1}{R},efde011d-8732-49b3-9204-8b114a3d81ba
1x,Frantic Firebolt,$0.14,Red,Instant,3,(WOE),{2}{R},efd85f5a-258b-4ced-bf9e-3abe7fe72395
1x,You Find a Cursed Idol,$0.15,Green,Sorcery,2,(AFR),{1}{G},efb5671a-942a-4730-9756-32fe600e0528
1x,Rally at the Hornburg,$0.15,Red,Sorcery,2,(LTR),{1}{R},ee7292f7-1c7e-449c-9c52-7584d6a14c2c
1x,Swamp,$1.21,Land,Basic Land — Swamp,0,(WOE),,ee68f2cb-851b-4196-ac58-844d72628e6a
1x,Hedge Maze,$6.99,Land,Land — Forest Island,0,(MKM),,ee215175-d48b-4630-a1b1-36e195db05dd
1x,Underdark Basilisk,$0.25,Green,Creature — Basilisk,2,(AFR),{1}{G},ed220158-e4e3-4d46-8098-7b940a923ce9
1x,Eriette of the Charmed Apple,$1.77,White/Black,Legendary Creature — Human Warlock,3,(WOE),{1}{W}{B},ecead4cd-47ae-4c42-b15c-1b29b5caba18
1x,Forest,$0.77,Land,Basic Land — Forest,0,(WOE),,ecd6d8fb-780c-446c-a8bf-93386b22fe95
1x,Edgewall Inn,$0.20,Land,Land,0,(WOE),,ec435e54-628a-43bd-8804-cbc37e375bce
1x,You Come to a River,$0.20,Blue,Instant,2,(AFR),{1}{U},ebf9bab7-98a0-4394-90c0-e7c52e14eb37
1x,Rite of Harmony,$1.00,White/Green,Instant,2,(MID),{G}{W},eb1a16f9-13d4-4188-8e1e-0f2394349c7a
1x,Snaremaster Sprite,$0.15,Blue,Creature — Faerie Wizard,1,(WOE),{U},eaa37390-5c32-46ae-89d1-c094c9aa01e5
1x,Swamp,$0.25,Land,Basic Land — Swamp,0,(AFR),,ea640731-b367-4ece-934e-6d86634fc1c8
1x,Gavony Silversmith,$0.00,White,Creature — Human Soldier,4,(CMM),{3}{W},e8d78a93-1a9f-4bc1-82b4-d3434367d27b
1x,Rankle's Prank,$0.42,Black,Sorcery,4,(WOE),{2}{B}{B},e8a9bdcf-160a-48c9-9750-778c910b805d
1x,+2 Mace,$0.25,White,Artifact — Equipment,2,(AFR),{1}{W},e882c9f9-bf30-46b6-bedc-379d2c80e5cb
1x,Mistway Spy,$0.25,Blue,Creature — Merfolk Detective,1,(MKM),{U},e8578839-046f-4afd-a0e7-4737ded9e6eb
1x,Greataxe,$0.15,,Artifact — Equipment,1,(AFR),{1},e840aef6-eec4-40dd-bbc4-6fd0b2b57805
1x,Eaten Alive,$0.25,Black,Sorcery,1,(MID),{B},e7975a3c-570a-4bff-a60d-d274f758b93f
1x,Skewer Slinger,$0.11,Red,Creature — Dwarf Knight,2,(WOE),{1}{R},e78e50ca-d27b-45db-91fa-7fef3cad16d0
1x,Gingerbread Hunter // Puny Snack,$0.15,Green,Creature — Giant // Instant — Adventure,5,(WOE),{4}{G} // {2}{B},e77a8fd4-af5f-42b3-a87e-788baf2562dd
1x,Gingerbread Hunter // Puny Snack,$0.20,Green,Creature — Giant // Instant — Adventure,5,(WOE),{4}{G} // {2}{B},e77a8fd4-af5f-42b3-a87e-788baf2562dd
1x,Archon's Glory,$0.10,White,Instant,1,(WOE),{W},e71768e7-4ef7-4fb2-838b-eb3a7f662d38
1x,Aquatic Alchemist // Bubble Up,$0.12,Blue,Creature — Elemental // Sorcery — Adventure,2,(WOE),{1}{U} // {2}{U},e6f03f21-aeb9-428b-9167-b2604919bdd8
1x,"Ebondeath, Dracolich",$3.50,Black,Legendary Creature — Zombie Dragon,4,(AFR),{2}{B}{B},e6b3f460-92ba-4af0-aad9-cf86615d4177
1x,Leather Armor,$0.15,,Artifact — Equipment,1,(AFR),{1},e62d4e76-cdb0-48c7-aa1c-b1f514057b68
1x,Peerless Samurai,$0.15,Red,Creature — Human Samurai,3,(NEO),{2}{R},e5b2176d-8925-4474-9d3e-1c97192715fb
1x,"Eowyn, Lady of Rohan",$0.19,White,Legendary Creature — Human Noble,3,(LTR),{2}{W},e59710c4-24de-419e-a8a0-e8392d450c23
1x,Mocking Sprite,$0.15,Blue,Creature — Faerie Rogue,3,(WOE),{2}{U},e595014d-4ff4-4561-b7f2-a9bd56300b01
1x,Mocking Sprite,$0.24,Blue,Creature — Faerie Rogue,3,(WOE),{2}{U},e595014d-4ff4-4561-b7f2-a9bd56300b01
1x,Questing Beast,$6.19,Green,Legendary Creature — Beast,4,(ELD),{2}{G}{G},e41cf82d-3213-47ce-a015-6e51a8b07e4f
1x,Purple Worm,$0.25,Green,Creature — Worm,7,(AFR),{5}{G}{G},e419d58b-6241-4892-9080-f6894ac7ba89
1x,"Varis, Silverymoon Ranger",$0.30,Green,Legendary Creature — Human Elf Ranger,3,(AFR),{1}{G}{G},e3bd3ea9-f06d-4df7-8b8d-ac6a0e591b09
1x,"Elrond, Lord of Rivendell",$0.25,Blue,Legendary Creature — Elf Noble,3,(LTR),{2}{U},e3bb16a8-b248-4ad5-ba45-1ed499ca1411
1x,Gandalf the White,$5.47,White,Legendary Creature — Avatar Wizard,5,(LTR),{3}{W}{W},e384c20b-d0c1-4781-9d11-e89e5a6bf3fc
1x,Mountain,$0.15,Land,Basic Land — Mountain,0,(LTR),,e3731001-4e6a-4a91-9e7d-fc2ea039a60b
1x,Mountain,$0.25,Land,Basic Land — Mountain,0,(LTR),,e3731001-4e6a-4a91-9e7d-fc2ea039a60b
1x,Wicked Visitor,$0.15,Black,Creature — Nightmare,2,(WOE),{1}{B},e26ec4b8-0012-48c4-9ccb-0f062df0c250
1x,Wicked Visitor,$0.20,Black,Creature — Nightmare,2,(WOE),{1}{B},e26ec4b8-0012-48c4-9ccb-0f062df0c250
1x,Brood Weaver,$0.25,Green,Creature — Spider,4,(MID),{3}{G},e24e2f49-70f9-445f-af03-2ef43798004a
1x,Polluted Bonds,$1.00,Black,Enchantment,5,(WOT),{3}{B}{B},e15e0521-1abf-4426-9f31-4081f068b184
1x,Seething Song,$3.94,Red,Instant,3,(DDG),{2}{R},e11775d9-2636-4726-93ae-a7f130ca0e64
1x,Mountain,$0.25,Land,Basic Land — Mountain,0,(AFR),,e10e313f-ba75-4324-b1ac-f2bbae99f7ab
1x,Eriette's Whisper,$0.10,Black,Sorcery,4,(WOE),{3}{B},dfed2acf-9ac8-447b-94f5-7db3a713c991
1x,Corpse Cobble,$0.20,Blue/Black,Instant,2,(MID),{U}{B},dfe4f48d-179a-47d7-aed6-9751dd2f7d8c
1x,Candlegrove Witch,$0.25,White,Creature — Human Warlock,2,(MID),{1}{W},dedfe6ea-cd43-4ec4-83a1-1f0f74e27f56
1x,Dawn of Hope,$0.32,White,Enchantment,2,(WOT),{1}{W},de36ecaa-62e0-4f1c-b07f-837a786dc897
1x,Feral Encounter,$0.27,Green,Sorcery,2,(WOE),{G}{G},de21251f-40bf-4f7e-9e85-9033207a788f
1x,Keen-Eared Sentry,$0.20,White,Creature — Human Soldier,2,(AFR),{1}{W},de169d64-8242-4f57-980e-47f901fd57ab
1x,"Adeline, Resplendent Cathar",$9.80,White,Legendary Creature — Human Knight,3,(MOC),{1}{W}{W},dd95d377-a61e-4b62-a883-ed491c48da15
1x,Horn of the Mark,$0.67,,Legendary Artifact,2,(LTR),{2},dd86b71f-d736-426f-bf15-013bc8da1a08
1x,Threadbind Clique // Rip the Seams,$0.15,Blue,Creature — Faerie // Instant — Adventure,4,(WOE),{3}{U} // {2}{W},dd6ed252-c262-4062-97ba-75c50d6b5579
1x,Contagion Engine,$14.50,,Artifact,6,(SOM),{6},dce72636-08e4-484e-ad81-4d1597a31ffb
1x,Leering Onlooker,$0.25,Black,Creature — Vampire,2,(MKM),{1}{B},dc687588-9c57-411d-b666-b9699949d48f
1x,Crimestopper Sprite,$0.39,Blue,Creature — Faerie Detective,3,(MKM),{2}{U},dc4ac597-38f0-48b5-ac2d-dfb0b169f834
1x,Boots of Speed,$0.20,Red,Artifact — Equipment,1,(AFR),{R},db6d9913-3d4f-4f47-ba3a-6586a50ddbd7
1x,Granite Witness,$0.25,White/Blue,Artifact Creature — Gargoyle Detective,4,(MKM),{2}{W}{U},daee9d98-f8c6-4980-8f23-c6c636b69430
1x,Granite Witness,$0.25,White/Blue,Artifact Creature — Gargoyle Detective,4,(MKM),{2}{W}{U},daee9d98-f8c6-4980-8f23-c6c636b69430
1x,The Princess Takes Flight,$0.15,White,Enchantment — Saga,3,(WOE),{2}{W},dad7bd06-22e4-40f8-bda9-bcdbb2d8f632
1x,Aberrant Mind Sorcerer,$0.20,Blue,Creature — Human Elf Shaman,5,(AFR),{4}{U},d9c6401a-e152-4acf-a2ca-75c484f296d5
1x,Monk of the Open Hand,$0.20,White,Creature — Elf Monk,1,(AFR),{W},d934765f-f490-4e8d-843d-b2b559ee0418
1x,Mintstrosity,$0.12,Black,Creature — Horror,2,(WOE),{1}{B},d902f154-6fe8-4b97-aa67-4d4696abf887
1x,Veteran Dungeoneer,$0.15,White,Creature — Human Warrior,4,(AFR),{3}{W},d8fe33b3-afaf-4a98-ae64-7d7e0eabe993
1x,Veteran Dungeoneer,$0.24,White,Creature — Human Warrior,4,(AFR),{3}{W},d8fe33b3-afaf-4a98-ae64-7d7e0eabe993
